,sales_small.ProductID,sales_small.WeekKey,sales_small.Channel,sales_small.Country,sales_small.CSP,sales_small.SalesVolume,sales_small.TotalStockVolume,sales_small.StoreStockVolume,sales_small.DepotStockVolume,sales_small.FutureCommitmentVolume,sales_small.IntakeVolume,sales_small.StoresWithStockCount,sales_small.StoresWithSalesCount,price_change_tw,price_change_before,products.Season,products.Group,products.SubGroup,products.Class,products.SubClass,sales_small.SalesVolume_nw,price_change_nw,season_nw
16887,7354699f,201531,Stores,B,11.332,3,1,1,0,0,0,0.2876,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Autumn
16894,76786b3b,201531,Stores,A,12.286,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,0.0,Autumn
16895,76786b3b,201531,Stores,B,11.782,6,3,3,0,0,0,0.3692,0.0233,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,6.0,0.0,Autumn
16897,78838610,201531,Stores,B,12.683,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,0.0,Autumn
16941,85db67fa,201531,Stores,A,14.591,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,,,
16942,85db67fa,201531,Stores,B,13.583,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,0.0,Autumn
16967,91819df8,201531,Stores,A,11.152000000000001,2,1,1,0,0,0,0.1127,0.0389,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,2.0,0.0,Autumn
16968,91819df8,201531,Stores,B,10.882,6,2,2,0,0,0,0.5752,0.136,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,5.0,0.0,Autumn
16969,91a18e49,201531,Online,B,12.683,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,1d455ef5,2.0,0.0,Autumn
16987,98de5742,201531,Stores,B,13.583,1,1,1,0,0,0,0.0738,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17014,a49b349b,201531,Stores,A,14.027999999999999,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17015,a49b349b,201531,Stores,B,13.133,3,1,1,0,0,0,0.1632,0.0117,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,0.0,Autumn
17037,ae226eec,201531,Online,B,11.332,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,1.0,0.0,Autumn
17038,ae226eec,201531,Stores,A,11.67,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Autumn
17039,ae226eec,201531,Stores,B,11.332,5,1,1,0,0,0,0.1866,0.0155,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,5.0,0.0,Autumn
17040,ae5e3b78,201531,Online,B,16.733,1,0,0,0,0,0,0.0039,0.0,0.0,0.0,L,edf80f3a,b5ae3139,b5ae3139,b5ae3139,1.0,0.0,Autumn
17053,b3d5b4ba,201531,Stores,A,12.908,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17054,b3d5b4ba,201531,Stores,B,12.232000000000001,4,1,1,0,0,0,0.10099999999999999,0.0155,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Autumn
17068,b82d34be,201531,Online,B,12.683,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,5821b43f,,,
17069,b82d34be,201531,Stores,B,12.683,2,1,1,0,0,0,0.0816,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,5821b43f,2.0,0.0,Autumn
17082,bd24b89e,201531,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17083,bd24b89e,201531,Stores,B,11.332,3,2,2,0,0,0,0.2371,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,3.0,0.0,Autumn
17086,be310af2,201531,Stores,A,11.67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,0.0,0.0,Autumn
17087,be310af2,201531,Stores,B,11.332,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,2.0,0.0,Autumn
17088,be63f01,201531,Stores,B,11.332,0,1,1,0,0,0,0.07,0.0,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,2.0,0.0,Autumn
17111,c7cbf4e5,201531,Stores,A,11.67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Autumn
17112,c7cbf4e5,201531,Stores,B,11.332,0,1,1,0,0,0,0.0738,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17115,c8d4b87d,201531,Stores,A,12.795,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17116,c8d4b87d,201531,Stores,B,12.232000000000001,26,9,9,0,0,0,0.5052,0.0816,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,14.0,0.0,Autumn
17129,cdb5d01e,201531,Stores,A,14.609000000000002,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,55818191,0.0,0.0,Autumn
17130,cdb5d01e,201531,Stores,B,13.583,2,1,1,0,0,0,0.1283,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,55818191,2.0,0.0,Autumn
17157,da4e299,201531,Stores,A,11.67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17158,da4e299,201531,Stores,B,11.332,4,1,1,0,0,0,0.1555,0.0155,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Autumn
17169,e05995be,201531,Stores,A,12.795,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,0.0,0.0,Autumn
17170,e05995be,201531,Stores,B,12.232000000000001,4,2,2,0,0,0,0.2215,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,3.0,0.0,Autumn
17180,e58aa2c5,201531,Stores,A,12.863,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17181,e58aa2c5,201531,Stores,B,12.232000000000001,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17189,ea11be7a,201531,Online,B,36.986999999999995,1,0,0,0,0,0,0.0039,0.0,0.0,0.0,L,edf80f3a,b5ae3139,b5ae3139,b5ae3139,1.0,0.0,Autumn
17201,eda443ea,201531,Stores,A,11.107000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Autumn
17202,eda443ea,201531,Stores,B,10.882,3,1,1,0,0,0,0.2099,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Autumn
17215,f0df2047,201531,Online,B,10.882,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,,,
17216,f10c15ed,201531,Stores,A,13.47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,0.0,0.0,Autumn
17217,f10c15ed,201531,Stores,B,12.683,3,1,1,0,0,0,0.1904,0.0117,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,2.0,0.0,Autumn
17220,f236c80a,201531,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,0.0,0.0,Autumn
17221,f236c80a,201531,Stores,B,11.332,4,2,2,0,0,0,0.1205,0.0117,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,4.0,0.0,Autumn
17240,f6795143,201531,Stores,B,16.733,2,1,1,0,0,0,0.0544,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,80b04f38,f740e1ce,2.0,0.0,Autumn
17262,fcc369e5,201531,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17299,1e70cdb4,201532,Stores,A,11.107000000000001,3,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,b63dd552,b27bd2f3,0.0,0.0,Autumn
17300,1e70cdb4,201532,Stores,B,10.882,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,b63dd552,b27bd2f3,2.0,0.0,Autumn
17302,219eacd6,201532,Stores,A,11.737,5,1,1,0,0,0,0.0972,0.0117,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,2.0,0.0,Autumn
17303,219eacd6,201532,Stores,B,11.332,13,8,8,0,0,0,0.8706,0.0544,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,12.0,0.0,Autumn
17307,22fa92e5,201532,Stores,A,13.47,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,2.0,2.3270000000000017,Autumn
17308,22fa92e5,201532,Stores,B,12.683,5,3,3,0,0,0,0.2487,0.0155,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,7.0,1.8010000000000002,Autumn
17311,23cc32b8,201532,Stores,A,12.295,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,6e52582b,6e52582b,0.0,0.0,Autumn
17312,23cc32b8,201532,Stores,B,11.782,4,1,1,0,0,0,0.0855,0.0117,0.0,0.0,L,edf80f3a,edf80f3a,6e52582b,6e52582b,2.0,0.0,Autumn
17317,2729a59e,201532,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17318,2729a59e,201532,Stores,B,11.332,2,1,1,0,0,0,0.1555,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,1.0,0.0,Autumn
17337,34cd83e4,201532,Stores,A,12.872,2,0,0,0,0,0,0.0,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17341,360076a3,201532,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,0.0,0.0,Autumn
17342,360076a3,201532,Stores,B,11.332,2,2,2,0,0,0,0.1127,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,3.0,0.0,Autumn
17344,37cad3a4,201532,Stores,A,12.322000000000001,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,1d455ef5,0.0,0.0,Autumn
17345,37cad3a4,201532,Stores,B,11.782,7,4,4,0,0,0,0.2643,0.0233,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,1d455ef5,5.0,0.0,Autumn
17353,3c3f7db5,201532,Online,B,12.683,1,0,0,0,0,0,0.0,0.0039,2.6999999999999993,3.6010000000000026,L,edf80f3a,edf80f3a,80b04f38,f740e1ce,1.0,0.0,Autumn
17354,3c3f7db5,201532,Stores,B,12.683,3,1,1,0,0,0,0.07,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,80b04f38,f740e1ce,0.0,0.0,Autumn
17363,40345637,201532,Stores,B,10.432,2,0,0,0,0,0,0.0,0.0155,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,1.0,0.0,Autumn
17376,4539dd39,201532,Stores,B,12.232000000000001,3,1,1,0,0,0,0.0661,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,abe2aed2,2.0,0.0,Autumn
17392,4e090ddf,201532,Stores,B,11.782,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17402,50eb65e5,201532,Stores,B,12.683,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17412,5345fa6b,201532,Stores,A,12.232000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,1.125,Autumn
17413,5345fa6b,201532,Stores,B,11.782,3,1,1,0,0,0,0.1827,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.9000000000000004,Autumn
17417,56f88d76,201532,Stores,B,14.482999999999999,0,1,1,0,0,0,0.0311,0.0,0.0,0.0,L,edf80f3a,edf80f3a,80b04f38,f740e1ce,0.0,0.0,Autumn
17420,58d25136,201532,Stores,A,14.663,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,abe2aed2,0.0,0.0,Autumn
17421,58d25136,201532,Stores,B,13.583,5,2,2,0,0,0,0.0933,0.0117,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,abe2aed2,3.0,0.0,Autumn
17426,59c9347e,201532,Stores,A,11.724,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,0.0,0.0,Autumn
17427,59c9347e,201532,Stores,B,11.332,3,1,1,0,0,0,0.2371,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,2.0,0.0,Autumn
17437,5ac8313f,201532,Stores,A,11.107000000000001,3,1,1,0,0,0,0.0816,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,0.0,Autumn
17438,5ac8313f,201532,Stores,B,10.882,4,2,2,0,0,0,0.2487,0.0117,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,4.0,0.0,Autumn
17443,5c8a468e,201532,Stores,A,13.47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,13105152,3df8175a,0.0,2.3270000000000017,Autumn
17444,5c8a468e,201532,Stores,B,12.683,4,2,2,0,0,0,0.1827,0.0155,0.0,0.0,L,edf80f3a,edf80f3a,13105152,3df8175a,3.0,1.8010000000000002,Autumn
17477,6fc7e73e,201532,Stores,A,11.724,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17478,6fc7e73e,201532,Stores,B,11.332,3,2,2,0,0,0,0.3265,0.0155,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,3.0,0.0,Autumn
17488,7354699f,201532,Stores,A,11.67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17489,7354699f,201532,Stores,B,11.332,2,1,1,0,0,0,0.2487,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Autumn
17496,76786b3b,201532,Stores,A,12.286,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17497,76786b3b,201532,Stores,B,11.782,6,3,3,0,0,0,0.3304,0.0272,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,4.0,0.0,Autumn
17499,78838610,201532,Stores,B,12.683,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17541,85db67fa,201532,Stores,B,13.583,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17565,91819df8,201532,Stores,A,11.152000000000001,2,1,1,0,0,0,0.0972,0.0194,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,1.0,0.0,Autumn
17566,91819df8,201532,Stores,B,10.882,5,1,1,0,0,0,0.5325,0.10099999999999999,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,5.0,0.0,Autumn
17567,91a18e49,201532,Online,B,12.683,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,1d455ef5,3.0,0.0,Autumn
17585,98de5742,201532,Stores,B,13.583,0,1,1,0,0,0,0.0738,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,1.0,0.0,Autumn
17612,a49b349b,201532,Stores,A,14.027999999999999,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17613,a49b349b,201532,Stores,B,13.133,2,1,1,0,0,0,0.1438,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,1.0,0.0,Autumn
17634,ae226eec,201532,Online,B,11.332,1,1,0,1,0,0,0.0039,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,1.0,0.0,Autumn
17635,ae226eec,201532,Stores,A,11.67,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17636,ae226eec,201532,Stores,B,11.332,5,1,1,0,0,0,0.1671,0.0233,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,3.0,0.0,Autumn
17637,ae5e3b78,201532,Online,B,16.733,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,b5ae3139,b5ae3139,b5ae3139,1.0,0.0,Autumn
17649,b3d5b4ba,201532,Stores,A,12.908,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17650,b3d5b4ba,201532,Stores,B,12.232000000000001,2,1,1,0,0,0,0.0933,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Autumn
17664,b82d34be,201532,Stores,B,12.683,2,0,0,0,0,0,0.0,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,5821b43f,2.0,0.0,Autumn
17676,bd24b89e,201532,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17677,bd24b89e,201532,Stores,B,11.332,3,1,1,0,0,0,0.2099,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,0.0,Autumn
17680,be310af2,201532,Stores,A,11.67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,0.0,0.0,Autumn
17681,be310af2,201532,Stores,B,11.332,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,2.0,0.0,Autumn
17682,be63f01,201532,Stores,B,11.332,2,1,1,0,0,0,0.0661,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,2.0,0.0,Autumn
17705,c7cbf4e5,201532,Stores,A,11.67,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17706,c7cbf4e5,201532,Stores,B,11.332,0,1,1,0,0,0,0.07,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17709,c8d4b87d,201532,Stores,A,12.795,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,1.125,Autumn
17710,c8d4b87d,201532,Stores,B,12.232000000000001,14,8,8,0,0,0,0.4742,0.0505,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,10.0,0.9000000000000004,Autumn
17723,cdb5d01e,201532,Stores,A,14.609000000000002,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,55818191,0.0,0.0,Autumn
17724,cdb5d01e,201532,Stores,B,13.583,2,1,1,0,0,0,0.1088,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,55818191,0.0,0.0,Autumn
17749,da4e299,201532,Stores,A,11.67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17750,da4e299,201532,Stores,B,11.332,2,1,1,0,0,0,0.1399,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Autumn
17761,e05995be,201532,Stores,A,12.795,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,0.0,1.125,Autumn
17762,e05995be,201532,Stores,B,12.232000000000001,3,2,2,0,0,0,0.2254,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,5.0,0.9000000000000004,Autumn
17772,e58aa2c5,201532,Stores,A,12.863,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17773,e58aa2c5,201532,Stores,B,12.232000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17781,ea11be7a,201532,Online,B,36.986999999999995,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,b5ae3139,b5ae3139,b5ae3139,1.0,0.0,Autumn
17792,eda443ea,201532,Stores,A,11.107000000000001,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17793,eda443ea,201532,Stores,B,10.882,2,1,1,0,0,0,0.1982,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Autumn
17804,f10c15ed,201532,Stores,A,13.47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,0.0,0.0,Autumn
17805,f10c15ed,201532,Stores,B,12.683,2,1,1,0,0,0,0.1632,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,2.0,0.0,Autumn
17808,f236c80a,201532,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,0.0,0.5849999999999991,Autumn
17809,f236c80a,201532,Stores,B,11.332,4,1,1,0,0,0,0.1205,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,2.0,0.45000000000000107,Autumn
17829,f6795143,201532,Stores,B,16.733,2,1,1,0,0,0,0.0428,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,80b04f38,f740e1ce,0.0,0.0,Autumn
17850,fcc369e5,201532,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17887,1e70cdb4,201533,Stores,A,11.107000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,b63dd552,b27bd2f3,0.0,0.0,Autumn
17888,1e70cdb4,201533,Stores,B,10.882,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,b63dd552,b27bd2f3,1.0,0.0,Autumn
17890,219eacd6,201533,Stores,A,11.737,2,1,1,0,0,0,0.0972,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,0.0,0.0,Autumn
17891,219eacd6,201533,Stores,B,11.332,12,7,7,0,0,0,0.8706,0.0389,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,10.0,0.0,Autumn
17895,22fa92e5,201533,Stores,A,11.142999999999999,2,0,0,0,0,0,0.0,0.0039,2.3270000000000017,3.4879999999999978,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,0.0,0.0,Autumn
17896,22fa92e5,201533,Stores,B,10.882,7,2,2,0,0,0,0.2487,0.0194,1.8010000000000002,2.6999999999999993,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,7.0,0.0,Autumn
17899,23cc32b8,201533,Stores,A,12.295,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,6e52582b,6e52582b,0.0,0.0,Autumn
17900,23cc32b8,201533,Stores,B,11.782,2,1,1,0,0,0,0.0933,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,6e52582b,6e52582b,3.0,0.0,Autumn
17906,2729a59e,201533,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17907,2729a59e,201533,Stores,B,11.332,1,1,1,0,0,0,0.1632,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,0.0,Autumn
17927,34cd83e4,201533,Stores,A,12.872,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
17931,360076a3,201533,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,0.0,0.0,Autumn
17932,360076a3,201533,Stores,B,11.332,3,1,1,0,0,0,0.1244,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,2.0,0.0,Autumn
17934,37cad3a4,201533,Stores,A,12.322000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,1d455ef5,0.0,0.0,Autumn
17935,37cad3a4,201533,Stores,B,11.782,5,3,3,0,0,0,0.2643,0.0155,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,1d455ef5,6.0,0.0,Autumn
17943,3c3f7db5,201533,Online,B,12.683,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,80b04f38,f740e1ce,,,
17944,3c3f7db5,201533,Stores,B,12.683,0,1,1,0,0,0,0.07,0.0,0.0,0.0,L,edf80f3a,edf80f3a,80b04f38,f740e1ce,0.0,0.0,Autumn
17953,40345637,201533,Stores,B,10.432,1,0,0,0,0,0,0.0,0.0117,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,2.0,0.0,Autumn
17967,4539dd39,201533,Stores,B,12.232000000000001,2,1,1,0,0,0,0.0661,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,abe2aed2,2.0,0.0,Autumn
17983,4e090ddf,201533,Stores,B,11.782,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
17993,50eb65e5,201533,Stores,B,12.683,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Autumn
18003,5345fa6b,201533,Stores,A,11.107000000000001,0,0,0,0,0,0,0.0,0.0,1.125,2.2509999999999977,L,edf80f3a,edf80f3a,bf003871,ef307285,0.0,0.0,Autumn
